TimeStamp, GSRValue
09:03:500,77
09:03:521,77
09:03:540,76
09:03:561,76
09:03:582,76
09:03:602,77
09:03:623,77
09:03:644,77
09:03:664,77
09:03:685,77
09:03:705,77
09:03:725,77
09:03:746,77
09:03:766,77
09:03:787,77
09:03:807,77
09:03:828,77
09:03:849,77
09:03:869,76
09:03:889,77
09:03:909,77
09:03:930,76
09:03:950,77
09:03:967,76
09:03:987,76
09:04:008,76
09:04:028,76
09:04:049,76
09:04:069,76
09:04:089,76
09:04:110,75
09:04:131,75
09:04:151,75
09:04:172,74
09:04:192,74
09:04:213,74
09:04:233,74
09:04:254,73
09:04:275,73
09:04:295,72
09:04:315,72
09:04:336,72
09:04:357,71
09:04:377,71
09:04:397,70
09:04:417,71
09:04:438,70
09:04:458,70
09:04:479,70
09:04:500,70
09:04:520,69
09:04:541,69
09:04:561,69
09:04:582,69
09:04:602,68
09:04:622,68
09:04:643,68
09:04:663,68
09:04:684,68
09:04:704,68
09:04:720,68
09:04:741,68
09:04:762,68
09:04:782,68
09:04:802,67
09:04:823,68
09:04:843,67
09:04:864,67
09:04:884,67
09:04:905,66
09:04:925,67
09:04:945,67
09:04:966,67
09:04:987,66
09:05:008,66
09:05:028,67
09:05:048,66
09:05:069,67
09:05:089,66
09:05:110,66
09:05:130,66
09:05:150,66
09:05:171,67
09:05:192,65
09:05:212,65
09:05:232,66
09:05:253,66
09:05:274,65
09:05:294,65
09:05:314,65
09:05:335,65
09:05:356,65
09:05:376,64
09:05:396,65
09:05:417,64
09:05:437,64
09:05:458,64
09:05:478,64
09:05:495,64
09:05:515,64
09:05:535,64
09:05:556,63
09:05:577,63
09:05:597,63
09:05:618,61
09:05:638,62
09:05:659,61
09:05:679,61
09:05:700,61
09:05:720,60
09:05:741,60
09:05:761,60
09:05:782,59
09:05:802,59
09:05:822,58
09:05:843,58
09:05:863,58
09:05:884,57
09:05:905,57
09:05:925,57
09:05:945,57
09:05:966,56
09:05:986,56
09:06:007,56
09:06:027,55
09:06:048,55
09:06:068,55
09:06:088,55
09:06:109,54
09:06:129,55
09:06:150,54
09:06:171,54
09:06:191,54
09:06:211,53
09:06:232,53
09:06:249,54
09:06:269,54
09:06:290,54
09:06:310,54
09:06:330,54
09:06:351,53
09:06:371,54
09:06:392,53
09:06:412,53
09:06:433,53
09:06:454,52
09:06:474,53
09:06:494,53
09:06:515,53
09:06:535,52
09:06:555,53
09:06:576,53
09:06:596,53
09:06:617,53
09:06:638,52
09:06:658,53
09:06:678,53
09:06:699,53
09:06:720,53
09:06:740,53
09:06:761,53
09:06:780,54
09:06:801,54
09:06:822,53
09:06:842,53
09:06:862,53
09:06:883,54
09:06:904,54
09:06:924,54
09:06:945,54
09:06:965,55
09:06:981,55
09:07:002,54
09:07:023,55
09:07:043,55
09:07:063,55
09:07:084,56
09:07:104,56
09:07:125,57
09:07:145,56
09:07:166,56
09:07:186,55
09:07:207,56
09:07:227,56
09:07:248,56
09:07:268,57
09:07:289,56
09:07:309,57
09:07:330,57
09:07:351,57
09:07:370,57
09:07:391,57
09:07:411,58
09:07:432,58
09:07:452,57
09:07:473,58
09:07:493,58
09:07:514,58
09:07:534,58
09:07:555,58
09:07:575,59
09:07:596,59
09:07:616,59
09:07:637,59
09:07:657,58
09:07:678,59
09:07:698,59
09:07:718,60
09:07:739,60
09:07:760,60
09:07:776,60
09:07:797,61
09:07:817,60
09:07:838,61
09:07:858,61
09:07:879,61
09:07:899,61
09:07:920,61
09:07:940,61
09:07:960,62
09:07:981,62
09:08:002,62
09:08:022,62
09:08:042,62
09:08:063,62
09:08:083,63
09:08:103,62
09:08:124,63
09:08:145,63
09:08:166,63
09:08:186,63
09:08:206,63
09:08:227,63
09:08:247,63
09:08:268,63
09:08:288,63
09:08:309,63
09:08:329,63
09:08:350,65
09:08:370,64
09:08:390,64
09:08:411,64
09:08:431,64
09:08:452,64
09:08:472,65
09:08:493,64
09:08:510,65
09:08:530,66
09:08:550,65
09:08:570,66
09:08:592,66
09:08:612,66
09:08:632,66
09:08:653,67
09:08:673,66
09:08:693,66
09:08:714,66
09:08:735,65
09:08:755,66
09:08:775,66
09:08:796,66
09:08:817,66
09:08:837,66
09:08:857,66
09:08:878,67
09:08:898,66
09:08:919,66
09:08:939,66
09:08:960,66
09:08:980,67
09:09:001,67
09:09:021,66
09:09:042,66
09:09:062,66
09:09:082,66
09:09:103,66
09:09:124,66
09:09:144,65
09:09:165,67
09:09:185,66
09:09:205,66
09:09:226,66
09:09:247,66
09:09:267,65
09:09:283,67
09:09:304,67
09:09:325,66
09:09:345,66
09:09:366,67
09:09:386,66
09:09:406,66
09:09:427,65
09:09:447,66
09:09:468,66
09:09:488,67
09:09:509,66
09:09:529,67
09:09:549,66
09:09:570,66
09:09:590,66
09:09:611,66
09:09:632,66
09:09:652,66
09:09:672,66
09:09:693,67
09:09:713,67
09:09:734,66
09:09:754,66
09:09:774,67
09:09:795,66
09:09:816,67
09:09:836,67
09:09:857,67
09:09:878,67
09:09:898,67
09:09:919,67
09:09:938,67
09:09:959,67
09:09:980,68
09:09:996,68
09:10:020,68
09:10:037,69
09:10:057,68
09:10:077,68
09:10:098,68
09:10:119,68
09:10:139,68
09:10:159,68
09:10:180,69
09:10:201,68
09:10:221,69
09:10:242,69
09:10:262,68
09:10:283,68
09:10:303,69
09:10:324,69
09:10:344,69
09:10:365,69
09:10:385,69
09:10:405,69
09:10:426,70
09:10:447,70
09:10:467,69
09:10:487,69
09:10:508,70
09:10:528,69
09:10:549,69
09:10:569,70
09:10:590,70
09:10:610,70
09:10:631,70
09:10:651,70
09:10:671,70
09:10:692,70
09:10:713,70
09:10:733,70
09:10:754,70
09:10:770,71
09:10:790,71
09:10:811,71
09:10:832,71
09:10:852,71
09:10:872,72
09:10:893,72
09:10:914,72
09:10:933,72
09:10:955,72
09:10:975,72
09:10:995,72
09:11:016,72
09:11:036,72
09:11:057,72
09:11:077,72
09:11:098,72
09:11:118,72
09:11:139,72
09:11:159,72
09:11:180,72
09:11:200,72
09:11:221,72
09:11:241,72
09:11:261,72
09:11:282,72
09:11:303,73
09:11:323,72
09:11:344,73
09:11:364,73
09:11:385,73
09:11:405,73
09:11:426,73
09:11:446,73
09:11:466,74
09:11:486,73
09:11:507,74
09:11:524,74
09:11:544,74
09:11:565,74
09:11:585,74
09:11:605,74
09:11:626,74
09:11:647,74
09:11:667,75
09:11:688,74
09:11:709,74
09:11:729,74
09:11:749,74
09:11:769,75
09:11:790,74
09:11:811,74
09:11:831,74
09:11:852,75
09:11:872,75
09:11:892,75
09:11:913,75
09:11:933,75
09:11:954,75
09:11:974,75
09:11:995,75
09:12:015,75
09:12:036,75
09:12:056,76
09:12:077,75
09:12:097,75
09:12:118,76
09:12:138,76
09:12:159,76
09:12:179,75
09:12:199,76
09:12:220,76
09:12:241,77
09:12:261,77
09:12:281,77
09:12:302,77
09:12:318,77
09:12:339,77
09:12:359,76
09:12:380,77
09:12:400,76
09:12:421,77
09:12:442,77
09:12:462,77
09:12:482,77
09:12:503,76
09:12:523,77
09:12:544,77
09:12:564,77
09:12:585,77
09:12:605,77
09:12:625,77
09:12:646,77
09:12:666,77
09:12:687,77
09:12:707,77
09:12:728,77
09:12:748,77
09:12:769,77
09:12:789,78
09:12:810,77
09:12:830,77
09:12:851,78
09:12:871,78
09:12:892,78
09:12:912,78
09:12:933,78
09:12:953,78
09:12:973,78
09:12:994,79
09:13:015,79
09:13:035,79
09:13:056,79
09:13:076,78
09:13:097,79
09:13:117,78
09:13:137,79
09:13:158,79
09:13:178,79
09:13:198,79
09:13:219,79
09:13:240,79
09:13:260,79
09:13:281,79
09:13:301,79
09:13:322,79
09:13:342,79
09:13:363,79
09:13:383,80
09:13:404,79
09:13:424,79
09:13:445,80
09:13:465,80
09:13:485,80
09:13:506,80
09:13:527,80
09:13:547,80
09:13:567,80
09:13:583,80
09:13:604,80
09:13:625,80
09:13:645,80
09:13:666,80
09:13:686,80
09:13:707,81
09:13:727,81
09:13:747,81
09:13:768,81
09:13:788,81
09:13:809,81
09:13:830,81
09:13:850,81
09:13:870,81
09:13:891,81
09:13:912,81
09:13:933,81
09:13:953,81
09:13:973,81
09:13:994,81
09:14:014,81
09:14:034,81
09:14:055,82
09:14:076,81
09:14:095,81
09:14:117,81
09:14:137,82
09:14:157,81
09:14:177,82
09:14:195,82
09:14:215,82
09:14:235,82
09:14:255,82
09:14:277,82
09:14:297,82
09:14:317,82
09:14:338,82
09:14:358,82
09:14:383,258
09:14:399,82
09:14:420,82
09:14:440,82
09:14:460,83
09:14:481,83
09:14:502,84
09:14:521,83
09:14:542,83
09:14:562,83
09:14:584,83
09:14:604,83
09:14:625,83
09:14:645,83
09:14:665,83
09:14:685,83
09:14:706,83
09:14:727,83
09:14:747,83
09:14:767,83
09:14:788,84
09:14:809,83
09:14:829,83
09:14:849,83
09:14:870,83
09:14:890,83
09:14:910,83
09:14:931,83
09:14:952,83
09:14:972,83
09:14:989,83
09:15:009,83
09:15:029,83
09:15:050,83
09:15:070,83
09:15:091,83
09:15:112,83
09:15:132,83
09:15:153,83
09:15:173,83
09:15:194,83
09:15:214,84
09:15:235,83
09:15:255,83
09:15:276,84
09:15:296,83
09:15:316,84
09:15:337,84
09:15:357,84
09:15:377,83
09:15:398,83
09:15:419,83
09:15:439,83
09:15:459,83
09:15:480,82
09:15:500,83
09:15:522,83
09:15:542,82
09:15:563,82
09:15:583,82
09:15:603,82
09:15:623,82
09:15:644,82
09:15:665,83
09:15:685,82
09:15:706,82
09:15:726,82
09:15:742,81
09:15:763,82
09:15:783,81
09:15:804,81
09:15:825,82
09:15:845,81
09:15:866,81
09:15:886,82
09:15:906,82
09:15:926,82
09:15:947,81
09:15:967,82
09:15:988,83
09:16:008,82
09:16:029,82
09:16:049,83
09:16:070,82
09:16:091,82
09:16:111,82
09:16:131,82
09:16:152,82
09:16:172,82
09:16:193,81
09:16:213,81
09:16:234,82
09:16:254,82
09:16:275,82
09:16:295,82
09:16:316,82
09:16:336,82
09:16:357,82
09:16:377,82
09:16:398,82
09:16:419,82
09:16:438,82
09:16:459,82
09:16:480,81
09:16:496,82
09:16:516,82
09:16:537,81
09:16:557,81
09:16:578,81
09:16:598,81
09:16:619,81
09:16:639,81
09:16:660,81
09:16:681,81
09:16:701,81
09:16:721,81
09:16:742,81
09:16:762,81
09:16:783,80
09:16:804,80
09:16:824,79
09:16:844,79
09:16:865,79
09:16:885,78
09:16:906,78
09:16:926,78
09:16:946,77
09:16:967,77
09:16:988,77
09:17:008,77
09:17:028,76
09:17:049,76
09:17:069,76
09:17:090,75
09:17:111,75
09:17:131,74
09:17:151,74
09:17:172,74
09:17:193,73
09:17:213,73
09:17:234,73
09:17:250,73
09:17:270,72
09:17:290,72
09:17:312,72
09:17:331,72
09:17:352,71
09:17:372,71
09:17:393,71
09:17:413,71
09:17:434,71
09:17:454,71
09:17:475,71
09:17:496,72
09:17:516,70
09:17:537,71
09:17:557,70
09:17:578,71
09:17:598,70
09:17:618,70
09:17:639,69
09:17:659,69
09:17:680,69
09:17:700,69
09:17:720,69
09:17:741,68
09:17:761,68
09:17:782,69
09:17:802,68
09:17:823,68
09:17:844,69
09:17:864,68
09:17:885,68
09:17:905,68
09:17:926,68
09:17:946,68
09:17:966,68
09:17:987,68
09:18:003,68
09:18:024,67
09:18:044,67
09:18:065,67
09:18:085,67
09:18:106,68
09:18:126,67
09:18:147,67
09:18:167,68
09:18:188,68
09:18:208,69
09:18:228,68
09:18:249,69
09:18:270,69
09:18:290,68
09:18:310,68
09:18:331,68
09:18:352,68
09:18:372,68
09:18:393,67
09:18:413,67
09:18:434,67
09:18:454,67
09:18:474,67
09:18:495,67
09:18:516,67
09:18:536,67
09:18:556,66
09:18:577,66
09:18:597,66
09:18:618,66
09:18:638,65
09:18:658,65
09:18:679,65
09:18:700,65
09:18:720,64
09:18:736,65
09:18:761,64
09:18:777,64
09:18:798,64
09:18:819,64
09:18:839,64
09:18:859,65
09:18:880,64
09:18:901,64
09:18:920,64
09:18:941,64
09:18:961,65
09:18:982,64
09:19:003,64
09:19:023,64
09:19:043,64
09:19:065,64
09:19:085,63
09:19:105,64
09:19:126,63
09:19:146,63
09:19:167,63
09:19:187,63
09:19:207,63
09:19:228,64
09:19:248,63
09:19:269,63
09:19:290,64
09:19:310,64
09:19:330,63
09:19:351,63
09:19:372,64
09:19:391,65
09:19:413,64
09:19:432,64
09:19:453,64
09:19:474,64
09:19:494,64
09:19:510,65
09:19:531,65
09:19:551,65
09:19:572,65
09:19:592,65
09:19:613,65
09:19:633,65
09:19:654,66
09:19:675,65
09:19:695,66
09:19:716,66
09:19:736,66
09:19:756,67
09:19:776,66
09:19:797,66
09:19:818,67
09:19:838,67
09:19:858,66
09:19:879,66
09:19:900,66
09:19:920,66
09:19:941,66
09:19:961,67
09:19:981,67
09:20:002,67
09:20:023,67
09:20:043,67
09:20:063,67
09:20:084,67
09:20:104,67
09:20:125,67
09:20:146,67
09:20:166,67
09:20:186,68
09:20:207,68
09:20:227,68
09:20:248,68
09:20:264,67
09:20:285,67
09:20:305,68
09:20:325,68
09:20:346,68
09:20:367,69
09:20:387,69
09:20:407,68
09:20:428,68
09:20:448,68
09:20:469,68
09:20:490,68
09:20:510,68
09:20:531,68
09:20:551,68
09:20:572,67
09:20:591,67
09:20:612,67
09:20:633,67
09:20:653,66
09:20:674,66
09:20:695,66
09:20:714,66
09:20:735,65
09:20:756,66
09:20:777,65
09:20:797,65
09:20:817,65
09:20:837,65
09:20:858,64
09:20:879,64
09:20:899,63
09:20:919,63
09:20:940,63
09:20:961,63
09:20:980,63
09:21:002,63
09:21:018,63
09:21:038,63
09:21:059,62
09:21:079,62
09:21:100,61
09:21:120,62
09:21:140,62
09:21:161,61
09:21:181,62
09:21:202,61
09:21:222,62
09:21:243,62
09:21:263,62
09:21:284,62
09:21:304,62
09:21:325,61
09:21:345,61
09:21:366,61
09:21:386,62
09:21:407,61
09:21:428,61
09:21:448,61
09:21:469,61
09:21:489,61
09:21:509,62
09:21:530,62
09:21:550,61
09:21:571,61
09:21:592,61
09:21:611,61
09:21:632,61
09:21:653,62
09:21:674,61
09:21:693,62
09:21:714,61
09:21:735,61
09:21:755,61
09:21:775,61
09:21:792,62
09:21:812,62
09:21:833,62
09:21:853,62
09:21:873,62
09:21:895,62
09:21:915,63
09:21:935,63
09:21:955,63
09:21:976,63
09:21:997,63
09:22:017,63
09:22:038,64
09:22:058,64
09:22:078,64
09:22:099,64
09:22:119,64
09:22:140,64
09:22:160,64
09:22:181,64
09:22:201,64
09:22:222,64
09:22:242,64
09:22:263,64
09:22:284,64
09:22:304,65
09:22:325,64
09:22:345,65
09:22:365,65
09:22:386,65
09:22:406,64
09:22:427,65
09:22:447,65
09:22:468,65
09:22:488,65
09:22:508,65
09:22:530,65
09:22:546,66
09:22:566,65
09:22:586,65
09:22:607,65
09:22:628,65
09:22:648,66
09:22:668,66
09:22:689,66
09:22:709,66
09:22:730,66
09:22:751,67
09:22:771,67
09:22:791,67
09:22:811,67
09:22:832,67
09:22:852,67
09:22:873,67
09:22:894,67
09:22:914,67
09:22:935,67
09:22:955,67
09:22:975,67
09:22:996,66
09:23:016,67
09:23:037,67
09:23:057,67
09:23:078,67
09:23:099,68
09:23:119,67
09:23:140,67
09:23:160,67
09:23:180,67
09:23:201,67
09:23:221,67
09:23:241,68
09:23:263,68
09:23:283,68
09:23:304,67
09:23:320,68
09:23:340,67
09:23:360,67
09:23:381,68
09:23:402,67
09:23:422,67
09:23:442,68
09:23:463,68
09:23:483,69
09:23:504,68
09:23:524,68
09:23:545,68
09:23:565,68
09:23:586,68
09:23:607,68
09:23:627,68
09:23:647,67
09:23:668,67
09:23:688,68
09:23:709,67
09:23:729,66
09:23:750,66
09:23:770,66
09:23:790,67
09:23:811,66
09:23:831,66
09:23:852,66
09:23:873,65
09:23:893,65
09:23:913,65
09:23:934,65
09:23:954,64
09:23:975,64
09:23:995,64
09:24:016,64
09:24:036,64
09:24:053,63
09:24:073,64
09:24:094,63
09:24:114,63
09:24:135,63
09:24:156,63
09:24:176,63
09:24:196,62
09:24:216,63
09:24:237,62
09:24:257,62
09:24:278,62
09:24:299,61
09:24:319,61
09:24:340,62
09:24:360,61
09:24:381,61
09:24:401,61
09:24:421,61
09:24:442,61
09:24:463,61
09:24:483,61
09:24:504,61
09:24:524,61
09:24:544,61
09:24:565,61
09:24:585,61
09:24:606,61
09:24:626,61
09:24:646,60
09:24:667,61
09:24:687,61
09:24:708,61
09:24:728,62
09:24:749,61
09:24:769,61
09:24:790,61
09:24:810,62
09:24:826,61
09:24:847,62
09:24:868,62
09:24:889,63
09:24:909,62
09:24:929,63
09:24:950,63
09:24:970,63
09:24:990,63
09:25:011,62
09:25:032,63
09:25:053,64
09:25:073,63
09:25:094,63
09:25:113,63
09:25:134,63
09:25:155,63
09:25:175,63
09:25:196,63
09:25:216,63
09:25:237,64
09:25:257,64
09:25:277,64
09:25:298,64
09:25:318,64
09:25:339,64
09:25:360,64
09:25:380,64
09:25:400,64
09:25:420,64
09:25:442,65
09:25:462,65
09:25:482,65
09:25:503,65
09:25:523,65
09:25:543,66
09:25:564,65
09:25:580,66
09:25:601,66
09:25:621,66
09:25:642,66
09:25:662,66
09:25:683,67
09:25:703,67
09:25:724,67
09:25:744,67
09:25:765,67
09:25:785,67
09:25:806,67
09:25:826,67
09:25:847,68
09:25:867,67
09:25:888,68
09:25:908,68
09:25:929,68
09:25:949,68
09:25:969,68
09:25:991,68
09:26:010,68
09:26:031,68
09:26:051,69
09:26:072,69
09:26:092,69
09:26:113,69
09:26:133,69
09:26:154,69
09:26:174,69
09:26:195,69
09:26:216,69
09:26:236,69
09:26:257,69
09:26:276,70
09:26:297,70
09:26:318,70
09:26:334,70
09:26:355,70
09:26:375,70
09:26:396,70
09:26:416,71
09:26:437,70
09:26:457,71
09:26:477,71
09:26:498,71
09:26:518,70
09:26:539,71
09:26:559,71
09:26:579,71
09:26:600,71
09:26:621,70
09:26:641,71
09:26:662,71
09:26:683,71
09:26:703,71
09:26:723,71
09:26:744,71
09:26:765,71
09:26:785,71
09:26:805,71
09:26:825,71
09:26:846,70
09:26:867,71
09:26:887,71
09:26:908,70
09:26:928,70
09:26:948,70
09:26:969,70
09:26:989,71
09:27:010,70
09:27:030,70
09:27:051,70
09:27:072,70
09:27:087,70
09:27:109,70
09:27:128,70
09:27:150,70
09:27:170,70
09:27:191,70
09:27:211,70
09:27:231,69
09:27:252,69
09:27:272,69
09:27:292,69
09:27:312,69
09:27:334,69
09:27:354,68
09:27:374,68
09:27:395,68
09:27:415,68
09:27:436,69
09:27:456,68
09:27:477,68
09:27:498,68
09:27:518,68
09:27:538,67
09:27:559,67
09:27:579,67
09:27:600,67
09:27:620,67
09:27:640,67
09:27:661,67
09:27:681,67
09:27:702,67
09:27:722,67
09:27:743,67
09:27:764,67
09:27:784,67
09:27:805,67
09:27:825,68
09:27:842,68
09:27:861,68
09:27:882,68
09:27:903,69
09:27:923,68
09:27:943,68
09:27:964,68
09:27:984,68
09:28:005,68
09:28:026,68
09:28:047,68
09:28:067,67
09:28:087,68
09:28:107,68
09:28:128,68
09:28:149,68
09:28:169,68
09:28:189,68
09:28:210,68
09:28:230,68
09:28:251,68
09:28:272,68
09:28:292,69
09:28:313,68
09:28:333,69
09:28:353,68
09:28:374,68
09:28:395,68
09:28:415,68
09:28:435,69
09:28:455,69
09:28:476,69
09:28:497,68
09:28:517,69
09:28:537,69
09:28:558,69
09:28:579,69
09:28:599,70
09:28:615,70
09:28:636,70
09:28:656,70
09:28:677,71
09:28:697,70
09:28:718,71
09:28:738,70
09:28:759,70
09:28:779,70
09:28:799,70
09:28:821,70
09:28:841,71
09:28:862,71
09:28:882,70
09:28:903,70
09:28:923,70
09:28:944,71
09:28:964,71
09:28:983,70
09:29:005,71
09:29:025,70
09:29:046,71
09:29:066,71
09:29:086,71
09:29:107,71
09:29:127,72
09:29:148,71
09:29:168,72
09:29:189,72
09:29:209,71
09:29:230,71
09:29:251,72
09:29:270,72
09:29:291,72
09:29:312,72
09:29:332,73
09:29:348,72
09:29:369,72
09:29:389,72
09:29:410,73
09:29:430,73
09:29:451,73
09:29:471,73
09:29:492,73
09:29:513,73
09:29:533,73
09:29:553,73
09:29:573,72
09:29:595,72
09:29:615,72
09:29:635,72
09:29:656,72
09:29:676,72
09:29:696,72
09:29:717,72
09:29:738,72
09:29:758,71
09:29:779,71
09:29:799,71
09:29:819,71
09:29:840,71
09:29:861,70
09:29:881,70
09:29:901,69
09:29:922,69
09:29:943,70
09:29:963,69
09:29:983,69
09:30:004,68
09:30:024,68
09:30:045,67
09:30:065,67
09:30:086,67
09:30:107,67
09:30:126,67
09:30:143,66
09:30:164,66
09:30:184,66
09:30:204,65
09:30:225,65
09:30:246,64
09:30:266,64
09:30:287,64
09:30:307,63
09:30:328,63
09:30:348,62
09:30:369,63
09:30:389,63
09:30:410,63
09:30:430,62
09:30:450,62
09:30:471,62
09:30:491,61
09:30:512,60
09:30:532,60
09:30:553,61
09:30:573,60
09:30:594,60
09:30:615,60
09:30:635,60
09:30:655,59
09:30:676,59
09:30:697,59
09:30:717,59
09:30:737,59
09:30:758,59
09:30:778,59
09:30:798,59
09:30:819,59
09:30:839,59
09:30:860,59
09:30:876,59
09:30:897,59
09:30:917,59
09:30:938,59
09:30:959,58
09:30:979,58
09:31:000,58
09:31:020,58
09:31:041,58
09:31:061,58
09:31:081,57
09:31:102,58
09:31:122,57
09:31:143,57
09:31:163,57
09:31:184,57
09:31:204,57
09:31:224,57
09:31:245,56
09:31:265,56
09:31:286,56
09:31:306,57
09:31:327,56
09:31:347,56
09:31:368,56
09:31:389,56
09:31:408,56
09:31:429,56
09:31:450,56
09:31:471,56
09:31:491,56
09:31:512,57
09:31:532,57
09:31:553,56
09:31:573,57
09:31:593,57
09:31:614,57
09:31:634,58
09:31:651,57
09:31:671,57
09:31:691,57
09:31:712,57
09:31:733,57
09:31:753,58
09:31:773,58
09:31:794,57
09:31:814,58
09:31:835,58
09:31:855,57
09:31:876,57
09:31:896,58
09:31:916,58
09:31:937,59
09:31:958,58
09:31:978,58
09:31:998,59
09:32:020,58
09:32:039,59
09:32:060,59
09:32:081,59
09:32:101,60
09:32:121,60
09:32:142,60
09:32:163,60
09:32:183,60
09:32:203,60
09:32:224,60
09:32:244,61
09:32:265,61
09:32:286,61
09:32:306,61
09:32:326,62
09:32:347,62
09:32:367,62
09:32:388,62
09:32:404,63
09:32:425,63
09:32:445,63
09:32:466,63
09:32:486,63
09:32:506,63
09:32:527,63
09:32:547,64
09:32:568,64
09:32:589,63
09:32:609,64
09:32:630,64
09:32:650,64
09:32:670,65
09:32:690,65
09:32:712,65
09:32:731,65
09:32:752,65
09:32:772,66
09:32:793,65
09:32:813,65
09:32:834,66
09:32:855,65
09:32:876,66
09:32:895,66
09:32:916,66
09:32:936,66
09:32:957,66
09:32:978,66
09:32:998,66
09:33:018,66
09:33:039,67
09:33:059,67
09:33:080,67
09:33:101,68
09:33:121,68
09:33:137,68
09:33:158,68
09:33:178,69
09:33:198,68
09:33:219,68
09:33:239,68
09:33:260,69
09:33:281,69
09:33:301,69
09:33:322,68
09:33:343,69
09:33:363,69
09:33:383,69
09:33:403,70
09:33:424,69
09:33:445,70
09:33:465,69
09:33:485,69
09:33:506,70
09:33:527,69
09:33:546,70
09:33:567,70
09:33:588,70
09:33:608,70
09:33:629,71
09:33:649,70
09:33:670,70
09:33:690,70
09:33:711,70
09:33:731,70
09:33:752,70
09:33:772,70
09:33:792,70
09:33:813,71
09:33:834,71
09:33:854,71
09:33:874,71
09:33:895,71
09:33:912,71
09:33:932,71
09:33:953,71
09:33:972,71
09:33:993,71
09:34:014,71
09:34:034,71
09:34:054,71
09:34:075,71
09:34:096,71
09:34:116,71
09:34:136,71
09:34:157,71
09:34:177,71
09:34:198,71
09:34:219,71
09:34:239,71
09:34:259,71
09:34:280,71
09:34:300,71
09:34:321,71
09:34:341,72
09:34:362,71
09:34:383,72
09:34:403,71
09:34:423,72
09:34:444,71
09:34:464,72
09:34:485,71
09:34:505,72
09:34:526,73
09:34:546,73
09:34:566,72
09:34:587,73
09:34:607,73
09:34:628,73
09:34:648,73
09:34:665,73
09:34:686,73
09:34:706,73
09:34:726,73
09:34:747,72
09:34:768,72
09:34:788,72
09:34:808,72
09:34:829,73
09:34:849,72
09:34:870,73
09:34:891,73
09:34:910,73
09:34:932,73
09:34:952,73
09:34:973,73
09:34:992,73
09:35:013,73
09:35:034,73
09:35:054,73
09:35:075,73
09:35:095,73
09:35:116,73
09:35:136,73
09:35:156,73
09:35:177,72
09:35:197,73
09:35:218,73
09:35:239,73
09:35:258,73
09:35:279,73
09:35:300,73
09:35:320,73
09:35:340,74
09:35:361,74
09:35:381,74
09:35:403,74
09:35:418,73
09:35:439,73
09:35:459,73
09:35:480,73
09:35:500,73
09:35:521,73
09:35:542,73
09:35:562,73
09:35:582,73
09:35:603,73
09:35:623,73
09:35:644,73
09:35:665,73
09:35:685,72
09:35:705,72
09:35:725,72
09:35:747,73
09:35:766,72
09:35:787,72
09:35:808,72
09:35:829,71
09:35:849,71
09:35:869,71
09:35:889,70
09:35:910,70
09:35:930,70
09:35:951,70
09:35:971,70
09:35:992,69
09:36:013,69
09:36:033,69
09:36:054,69
09:36:074,68
09:36:095,67
09:36:114,67
09:36:135,66
09:36:155,66
09:36:173,66
09:36:193,65
09:36:213,64
09:36:233,64
09:36:254,64
09:36:275,63
09:36:295,63
09:36:316,63
09:36:336,63
09:36:357,62
09:36:377,62
09:36:398,61
09:36:418,61
09:36:438,61
09:36:459,61
09:36:479,61
09:36:500,60
09:36:520,59
09:36:541,59
09:36:561,59
09:36:581,59
09:36:603,59
09:36:622,58
09:36:643,58
09:36:664,58
09:36:684,58
09:36:705,57
09:36:725,57
09:36:745,58
09:36:766,58
09:36:786,57
09:36:807,57
09:36:827,56
09:36:848,56
09:36:869,56
09:36:889,56
09:36:909,54
09:36:926,54
09:36:946,54
09:36:967,54
09:36:988,53
09:37:008,52
09:37:028,52
09:37:048,52
09:37:069,51
09:37:090,51
09:37:110,50
09:37:131,49
09:37:151,49
09:37:171,49
09:37:193,48
09:37:213,48
09:37:233,48
09:37:254,47
09:37:274,46
09:37:294,47
09:37:315,46
09:37:335,45
09:37:356,46
09:37:377,45
09:37:397,45
09:37:418,45
09:37:438,45
09:37:458,45
09:37:479,45
09:37:499,45
09:37:519,45
09:37:540,46
09:37:560,45
09:37:582,44
09:37:602,44
09:37:622,44
09:37:642,43
09:37:663,44
09:37:683,43
09:37:700,44
09:37:721,43
09:37:741,43
09:37:762,43
09:37:782,42
09:37:802,43
09:37:823,43
09:37:843,43
09:37:864,43
09:37:884,43
09:37:905,43
09:37:926,42
09:37:946,42
09:37:966,42
09:37:986,42
09:38:007,42
09:38:028,42
09:38:048,42
09:38:069,42
09:38:089,41
09:38:109,41
09:38:130,41
09:38:150,41
09:38:171,41
09:38:191,41
09:38:212,41
09:38:233,41
09:38:253,41
09:38:273,41
09:38:294,41
09:38:315,40
09:38:335,41
09:38:355,40
09:38:375,40
09:38:396,39
09:38:417,40
09:38:438,40
09:38:453,39
09:38:474,40
09:38:495,40
09:38:515,40
09:38:535,40
09:38:556,40
09:38:576,40
09:38:597,40
09:38:617,40
09:38:638,40
09:38:658,40
09:38:678,40
09:38:699,40
09:38:720,40
09:38:740,39
09:38:761,40
09:38:782,40
09:38:801,40
09:38:822,41
09:38:843,40
09:38:863,41
09:38:884,41
09:38:904,41
09:38:924,41
09:38:945,42
09:38:966,42
09:38:986,42
09:39:006,41
09:39:027,42
09:39:048,43
09:39:068,42
09:39:089,42
