TimeStamp, GSRValue
37:52:086,151
37:52:106,151
37:52:127,150
37:52:147,150
37:52:168,151
37:52:189,150
37:52:209,150
37:52:229,150
37:52:250,150
37:52:271,151
37:52:291,150
37:52:311,150
37:52:331,151
37:52:352,150
37:52:372,151
37:52:393,150
37:52:413,151
37:52:434,150
37:52:454,150
37:52:475,150
37:52:496,151
37:52:516,150
37:52:536,150
37:52:557,150
37:52:578,151
37:52:598,150
37:52:618,150
37:52:639,151
37:52:659,151
37:52:680,151
37:52:700,151
37:52:721,151
37:52:741,151
37:52:762,151
37:52:783,151
37:52:803,152
37:52:824,151
37:52:844,151
37:52:865,151
37:52:884,151
37:52:905,151
37:52:926,151
37:52:947,151
37:52:966,151
37:52:987,151
37:53:008,151
37:53:028,151
37:53:049,151
37:53:069,151
37:53:090,151
37:53:110,151
37:53:130,151
37:53:147,151
37:53:168,150
37:53:188,150
37:53:209,150
37:53:229,150
37:53:249,151
37:53:270,150
37:53:290,151
37:53:310,151
37:53:331,150
37:53:352,151
37:53:372,150
37:53:392,150
37:53:413,151
37:53:433,151
37:53:454,151
37:53:474,151
37:53:495,151
37:53:515,151
37:53:536,151
37:53:557,151
37:53:577,151
37:53:597,151
37:53:618,151
37:53:638,151
37:53:659,151
37:53:679,151
37:53:700,151
37:53:720,151
37:53:741,151
37:53:761,150
37:53:782,151
37:53:802,151
37:53:823,151
37:53:843,151
37:53:864,151
37:53:884,151
37:53:904,150
37:53:925,151
37:53:946,150
37:53:966,150
37:53:986,150
37:54:006,151
37:54:027,150
37:54:048,151
37:54:068,151
37:54:088,151
37:54:110,151
37:54:130,151
37:54:150,150
37:54:171,150
37:54:191,151
37:54:211,151
37:54:232,150
37:54:252,151
37:54:273,151
37:54:293,151
37:54:314,151
37:54:335,151
37:54:355,151
37:54:375,150
37:54:396,151
37:54:417,151
37:54:437,150
37:54:457,151
37:54:478,150
37:54:498,150
37:54:519,151
37:54:540,151
37:54:560,151
37:54:580,151
37:54:600,151
37:54:621,151
37:54:641,151
37:54:662,151
37:54:678,151
37:54:699,151
37:54:720,150
37:54:740,151
37:54:760,151
37:54:781,151
37:54:802,151
37:54:822,150
37:54:842,151
37:54:863,151
37:54:883,151
37:54:904,151
37:54:924,151
37:54:945,151
37:54:965,151
37:54:985,151
37:55:005,152
37:55:027,151
37:55:047,151
37:55:067,151
37:55:088,152
37:55:109,151
37:55:130,151
37:55:150,151
37:55:170,151
37:55:191,150
37:55:211,151
37:55:231,150
37:55:252,151
37:55:272,150
37:55:293,151
37:55:314,151
37:55:334,151
37:55:355,151
37:55:375,151
37:55:395,151
37:55:415,151
37:55:436,152
37:55:457,151
37:55:477,151
37:55:498,151
37:55:518,151
37:55:538,151
37:55:559,151
37:55:580,151
37:55:600,151
37:55:621,151
37:55:641,151
37:55:662,151
37:55:682,151
37:55:703,151
37:55:723,151
37:55:744,151
37:55:763,151
37:55:785,152
37:55:805,151
37:55:826,152
37:55:846,151
37:55:866,151
37:55:887,152
37:55:907,151
37:55:928,151
37:55:948,151
37:55:969,151
37:55:989,151
37:56:010,151
37:56:027,151
37:56:046,150
37:56:067,150
37:56:088,151
37:56:108,151
37:56:129,151
37:56:149,151
37:56:169,151
37:56:190,151
37:56:210,151
37:56:231,151
37:56:251,150
37:56:272,151
37:56:293,151
37:56:313,151
37:56:333,150
37:56:354,150
37:56:374,151
37:56:395,151
37:56:416,150
37:56:436,150
37:56:456,150
37:56:477,150
37:56:497,150
37:56:517,151
37:56:538,150
37:56:559,150
37:56:579,151
37:56:599,150
37:56:620,150
37:56:640,151
37:56:661,150
37:56:682,151
37:56:702,151
37:56:723,150
37:56:743,150
37:56:763,150
37:56:784,151
37:56:804,151
37:56:825,150
37:56:845,150
37:56:866,150
37:56:886,150
37:56:907,150
37:56:927,150
37:56:947,150
37:56:968,150
37:56:989,150
37:57:010,150
37:57:030,150
37:57:050,150
37:57:071,150
37:57:091,150
37:57:112,150
37:57:132,150
37:57:153,150
37:57:173,150
37:57:194,150
37:57:213,150
37:57:234,150
37:57:255,150
37:57:276,151
37:57:296,150
37:57:312,150
37:57:333,150
37:57:353,151
37:57:374,150
37:57:394,150
37:57:415,151
37:57:435,150
37:57:456,151
37:57:476,150
37:57:496,151
37:57:517,151
37:57:537,151
37:57:558,151
37:57:579,151
37:57:599,151
37:57:620,151
37:57:640,151
37:57:661,151
37:57:681,150
37:57:702,151
37:57:722,150
37:57:742,151
37:57:763,151
37:57:783,150
37:57:804,151
37:57:824,328
37:57:844,151
37:57:865,150
37:57:885,150
37:57:907,151
37:57:926,151
37:57:947,151
37:57:968,151
37:57:988,150
37:58:009,151
37:58:029,150
37:58:049,150
37:58:070,150
37:58:091,151
37:58:111,150
37:58:131,151
37:58:152,151
37:58:172,151
37:58:192,151
37:58:213,151
37:58:234,151
37:58:254,151
37:58:275,151
37:58:295,151
37:58:316,152
37:58:336,151
37:58:357,151
37:58:377,151
37:58:398,151
37:58:418,151
37:58:439,151
37:58:459,151
37:58:479,151
37:58:500,151
37:58:520,151
37:58:541,151
37:58:561,151
37:58:582,151
37:58:602,152
37:58:623,151
37:58:644,152
37:58:664,151
37:58:681,151
37:58:705,151
37:58:721,151
37:58:741,151
37:58:762,151
37:58:783,152
37:58:803,151
37:58:824,151
37:58:844,151
37:58:864,151
37:58:885,152
37:58:905,152
37:58:926,151
37:58:946,152
37:58:967,151
37:58:987,151
37:59:008,151
37:59:028,151
37:59:049,151
37:59:070,152
37:59:090,152
37:59:110,152
37:59:131,152
37:59:151,152
37:59:172,152
37:59:193,151
37:59:213,151
37:59:233,151
37:59:253,151
37:59:274,151
37:59:295,151
37:59:315,152
37:59:335,151
37:59:356,151
37:59:376,151
37:59:397,152
37:59:418,152
37:59:438,152
37:59:459,152
37:59:479,152
37:59:500,151
37:59:520,151
37:59:540,151
37:59:561,151
37:59:581,151
37:59:602,151
37:59:623,152
37:59:642,151
37:59:663,152
37:59:684,151
37:59:704,151
37:59:724,151
37:59:745,151
37:59:766,152
37:59:786,151
37:59:807,151
37:59:827,151
37:59:847,151
37:59:868,152
37:59:888,152
37:59:909,151
37:59:930,152
37:59:950,152
37:59:971,151
37:59:991,152
38:00:011,152
38:00:032,152
38:00:052,152
38:00:069,151
38:00:089,151
38:00:110,151
38:00:130,151
38:00:150,151
38:00:171,151
38:00:192,152
38:00:212,151
38:00:233,151
38:00:253,151
38:00:274,151
38:00:294,152
38:00:315,151
38:00:335,151
38:00:355,152
38:00:375,151
38:00:396,151
38:00:417,151
38:00:438,151
38:00:458,151
38:00:478,151
38:00:499,151
38:00:519,151
38:00:540,151
38:00:560,152
38:00:580,152
38:00:601,151
38:00:622,151
38:00:642,152
38:00:663,151
38:00:683,152
38:00:704,151
38:00:724,152
38:00:744,152
38:00:764,152
38:00:785,152
38:00:806,152
38:00:827,152
38:00:847,151
38:00:867,152
38:00:887,152
38:00:908,151
38:00:928,151
38:00:949,151
38:00:970,152
38:00:991,152
38:01:011,152
38:01:031,152
38:01:051,152
38:01:072,152
38:01:093,152
38:01:113,151
38:01:133,152
38:01:154,152
38:01:171,152
38:01:191,152
38:01:211,151
38:01:232,151
38:01:252,151
38:01:273,152
38:01:293,152
38:01:314,152
38:01:334,152
38:01:355,151
38:01:375,152
38:01:396,151
38:01:416,152
38:01:437,151
38:01:457,152
38:01:477,152
38:01:498,152
38:01:519,152
38:01:539,152
38:01:560,152
38:01:580,152
38:01:601,152
38:01:621,152
38:01:641,152
38:01:662,151
38:01:682,152
38:01:703,152
38:01:723,152
38:01:744,152
38:01:765,152
38:01:785,151
38:01:805,152
38:01:826,152
38:01:846,152
38:01:867,151
38:01:888,152
38:01:908,152
38:01:928,152
38:01:948,152
38:01:970,152
38:01:990,152
38:02:010,151
38:02:031,152
38:02:051,152
38:02:072,152
38:02:092,151
38:02:113,151
38:02:133,152
38:02:153,152
38:02:174,152
38:02:195,152
38:02:215,152
38:02:235,152
38:02:255,152
38:02:277,152
38:02:293,152
38:02:314,152
38:02:334,153
38:02:354,152
38:02:374,152
38:02:395,152
38:02:416,152
38:02:436,152
38:02:457,152
38:02:477,152
38:02:497,151
38:02:518,152
38:02:538,152
38:02:559,152
38:02:580,152
38:02:600,152
38:02:621,152
38:02:641,152
38:02:662,152
38:02:682,152
38:02:702,152
38:02:723,152
38:02:744,152
38:02:764,152
38:02:784,152
38:02:805,152
38:02:825,152
38:02:846,152
38:02:866,152
38:02:887,153
38:02:907,152
38:02:927,261
38:02:948,152
38:02:968,152
38:02:989,152
38:03:009,152
38:03:030,152
38:03:051,152
38:03:071,152
38:03:092,152
38:03:112,153
38:03:132,152
38:03:153,153
38:03:174,153
38:03:194,153
38:03:214,152
38:03:234,152
38:03:256,152
38:03:276,152
38:03:296,152
38:03:317,153
38:03:337,152
38:03:358,152
38:03:378,152
38:03:399,152
38:03:419,152
38:03:440,152
38:03:460,152
38:03:480,152
38:03:501,152
38:03:521,152
38:03:542,152
38:03:562,152
38:03:582,153
38:03:603,153
38:03:624,153
38:03:645,153
38:03:665,152
38:03:681,152
38:03:705,248
38:03:722,153
38:03:743,152
38:03:763,153
38:03:783,152
38:03:804,152
38:03:825,153
38:03:845,152
38:03:866,153
38:03:886,153
38:03:906,153
38:03:927,152
38:03:947,153
38:03:968,153
38:03:989,153
38:04:009,153
38:04:030,153
38:04:050,153
38:04:070,153
38:04:090,153
38:04:111,153
38:04:131,153
38:04:152,152
38:04:173,152
38:04:194,153
38:04:214,152
38:04:234,153
38:04:254,153
38:04:275,153
38:04:296,153
38:04:316,152
38:04:337,153
38:04:357,153
38:04:377,153
38:04:398,153
38:04:418,153
38:04:439,153
38:04:459,153
38:04:480,153
38:04:500,153
38:04:521,153
38:04:541,153
38:04:562,153
38:04:582,153
38:04:602,153
38:04:624,153
38:04:644,153
38:04:665,153
38:04:685,153
38:04:705,153
38:04:726,153
38:04:746,153
38:04:767,153
38:04:787,153
38:04:808,153
38:04:824,153
38:04:845,153
38:04:865,153
38:04:886,153
38:04:906,153
38:04:926,153
38:04:947,153
38:04:967,153
38:04:987,153
38:05:008,153
38:05:028,152
38:05:049,152
38:05:070,153
38:05:090,153
38:05:111,153
38:05:132,152
38:05:152,153
38:05:172,152
38:05:192,153
38:05:213,152
38:05:233,152
38:05:254,152
38:05:274,152
38:05:295,152
38:05:315,152
38:05:335,152
38:05:357,152
38:05:377,152
38:05:397,152
38:05:418,152
38:05:439,152
38:05:459,152
38:05:480,152
38:05:500,152
38:05:520,151
38:05:540,152
38:05:561,151
38:05:582,152
38:05:602,152
38:05:623,152
38:05:643,151
38:05:663,152
38:05:684,151
38:05:705,151
38:05:725,151
38:05:746,151
38:05:766,151
38:05:787,151
38:05:806,151
38:05:827,151
38:05:847,151
38:05:869,151
38:05:889,151
38:05:909,151
38:05:930,151
38:05:951,151
38:05:971,151
38:05:991,151
38:06:011,151
38:06:033,151
38:06:052,151
38:06:073,151
38:06:094,151
38:06:114,151
38:06:131,150
38:06:151,151
38:06:172,151
38:06:191,150
38:06:212,151
38:06:233,151
38:06:253,150
38:06:274,151
38:06:295,150
38:06:315,150
38:06:335,151
38:06:355,151
38:06:376,151
38:06:397,151
38:06:417,151
38:06:438,151
38:06:458,151
38:06:478,151
38:06:499,150
38:06:519,150
38:06:540,150
38:06:560,150
38:06:581,150
38:06:602,150
38:06:622,150
38:06:642,150
38:06:663,151
38:06:683,151
38:06:704,150
38:06:724,151
38:06:745,151
38:06:765,150
38:06:785,151
38:06:806,150
38:06:827,150
38:06:848,151
38:06:867,150
38:06:888,151
38:06:909,150
38:06:929,151
38:06:949,151
38:06:970,151
38:06:990,151
38:07:011,151
38:07:031,151
38:07:052,151
38:07:073,151
38:07:093,151
38:07:113,151
38:07:133,151
38:07:154,151
38:07:175,151
38:07:195,151
38:07:216,151
38:07:236,151
38:07:257,151
38:07:277,151
38:07:298,151
38:07:318,273
38:07:338,152
38:07:359,151
38:07:380,151
38:07:401,151
38:07:421,151
38:07:441,151
38:07:461,151
38:07:482,151
38:07:503,151
38:07:523,151
38:07:543,151
38:07:564,151
38:07:585,151
38:07:605,151
38:07:625,151
38:07:642,151
38:07:662,151
38:07:683,151
38:07:704,151
38:07:724,151
38:07:744,151
38:07:765,152
38:07:785,151
38:07:805,151
38:07:827,152
38:07:847,151
38:07:867,152
38:07:888,151
38:07:908,151
38:07:928,151
38:07:948,151
38:07:970,151
38:07:990,151
38:08:010,151
38:08:031,151
38:08:052,152
38:08:072,152
38:08:093,152
38:08:113,151
38:08:134,151
38:08:154,151
38:08:175,151
38:08:195,151
38:08:215,151
38:08:236,151
38:08:256,151
38:08:276,151
38:08:298,151
38:08:317,151
38:08:338,151
38:08:358,151
38:08:379,151
38:08:400,151
38:08:420,151
38:08:441,151
38:08:461,151
38:08:482,151
38:08:502,151
38:08:523,151
38:08:543,151
38:08:563,151
38:08:584,151
38:08:604,151
38:08:625,151
38:08:646,151
38:08:666,151
38:08:686,151
38:08:706,151
38:08:727,151
38:08:747,151
38:08:768,151
38:08:789,151
38:08:810,151
38:08:830,151
38:08:851,151
38:08:870,151
38:08:891,151
38:08:912,151
38:08:932,151
38:08:952,151
38:08:973,151
38:08:994,151
38:09:013,151
38:09:030,151
38:09:051,151
38:09:072,151
38:09:092,151
38:09:113,151
38:09:133,151
38:09:153,151
38:09:174,151
38:09:194,151
38:09:215,151
38:09:235,151
38:09:256,152
38:09:276,151
38:09:296,151
38:09:317,151
38:09:337,151
38:09:358,151
38:09:379,151
38:09:399,151
38:09:419,151
38:09:440,151
38:09:461,151
38:09:481,151
38:09:501,151
38:09:521,151
38:09:542,151
38:09:563,151
38:09:583,151
38:09:604,152
38:09:624,152
38:09:645,151
38:09:665,151
38:09:686,151
38:09:707,152
38:09:727,151
38:09:747,151
38:09:767,152
38:09:788,151
38:09:808,151
38:09:829,151
38:09:850,151
38:09:870,151
38:09:890,151
38:09:911,151
38:09:931,151
38:09:952,151
38:09:972,151
38:09:993,151
38:10:013,151
38:10:034,151
38:10:054,151
38:10:075,151
38:10:095,152
38:10:116,151
38:10:137,152
38:10:157,151
38:10:177,152
38:10:197,151
38:10:218,151
38:10:239,151
38:10:259,151
38:10:280,151
38:10:300,152
38:10:320,152
38:10:341,152
38:10:362,152
38:10:377,152
38:10:398,152
38:10:418,152
38:10:439,152
38:10:460,152
38:10:480,151
38:10:500,151
38:10:521,152
38:10:541,151
38:10:562,151
38:10:582,151
38:10:603,151
38:10:623,151
38:10:644,151
38:10:664,151
38:10:685,151
38:10:706,152
38:10:726,151
38:10:747,151
38:10:767,151
38:10:788,151
38:10:808,151
38:10:829,151
38:10:849,151
38:10:869,151
38:10:890,151
38:10:911,151
38:10:931,151
38:10:951,151
38:10:972,152
38:10:992,151
38:11:013,151
38:11:033,151
38:11:054,151
38:11:074,151
38:11:094,151
38:11:115,151
38:11:136,151
38:11:156,151
38:11:176,152
38:11:197,152
38:11:217,151
38:11:238,152
38:11:259,152
38:11:279,152
38:11:299,152
38:11:320,152
38:11:340,151
38:11:361,151
38:11:382,152
38:11:401,152
38:11:422,152
38:11:443,151
38:11:463,152
38:11:484,152
38:11:504,152
38:11:524,151
38:11:545,152
38:11:565,152
38:11:586,152
38:11:607,152
38:11:627,151
38:11:648,152
38:11:668,152
38:11:689,151
38:11:709,152
38:11:726,152
38:11:746,152
38:11:766,152
38:11:787,152
38:11:808,152
38:11:828,152
38:11:848,151
38:11:869,152
38:11:889,152
38:11:910,152
38:11:930,152
38:11:950,152
38:11:971,152
38:11:992,152
38:12:012,151
38:12:033,152
38:12:052,458
38:12:073,152
38:12:094,152
38:12:114,152
38:12:135,152
38:12:156,152
38:12:176,152
38:12:196,152
38:12:217,152
38:12:237,151
38:12:258,152
38:12:278,152
38:12:299,152
38:12:319,152
38:12:340,152
38:12:360,152
38:12:381,152
38:12:402,152
38:12:422,152
38:12:442,152
38:12:462,152
38:12:483,152
38:12:503,152
38:12:524,152
38:12:544,152
38:12:565,152
38:12:585,152
38:12:606,152
38:12:626,152
38:12:646,152
38:12:668,152
38:12:688,152
38:12:709,152
38:12:728,152
38:12:750,152
38:12:770,152
38:12:791,152
38:12:811,152
38:12:832,152
38:12:851,152
38:12:872,152
38:12:892,152
38:12:913,153
38:12:934,153
38:12:954,153
38:12:974,153
38:12:995,152
38:13:015,153
38:13:036,152
38:13:057,152
38:13:076,152
38:13:097,152
38:13:118,152
38:13:138,152
38:13:155,153
38:13:176,152
38:13:195,152
38:13:216,152
38:13:237,152
38:13:257,152
38:13:278,152
38:13:298,152
38:13:319,152
38:13:340,152
38:13:360,152
38:13:380,152
38:13:400,152
38:13:421,153
38:13:441,152
38:13:462,153
38:13:483,152
38:13:503,152
38:13:524,153
38:13:544,152
38:13:564,153
38:13:584,153
38:13:605,262
38:13:626,152
38:13:646,153
38:13:666,152
38:13:687,153
38:13:708,153
38:13:728,153
38:13:749,153
38:13:769,153
38:13:790,153
38:13:810,153
38:13:831,153
38:13:851,153
38:13:872,153
38:13:892,153
38:13:913,153
38:13:933,152
38:13:953,153
38:13:974,153
38:13:994,153
38:14:014,152
38:14:035,152
38:14:056,152
38:14:076,153
38:14:097,153
38:14:117,153
38:14:138,153
38:14:158,153
38:14:179,153
38:14:199,152
38:14:219,153
38:14:240,153
38:14:261,153
38:14:281,152
38:14:302,153
38:14:322,153
38:14:342,153
38:14:363,153
38:14:384,153
38:14:404,153
38:14:424,153
38:14:445,153
38:14:465,153
38:14:486,153
38:14:507,153
38:14:527,153
38:14:547,153
38:14:564,153
38:14:584,153
38:14:605,153
38:14:625,153
38:14:646,154
38:14:666,154
38:14:687,153
38:14:708,154
38:14:728,153
38:14:748,153
38:14:769,154
38:14:789,153
38:14:810,153
38:14:829,152
38:14:850,153
38:14:871,154
38:14:891,153
38:14:912,153
38:14:933,153
38:14:953,153
38:14:973,154
38:14:994,153
38:15:014,153
38:15:035,153
38:15:056,153
38:15:076,153
38:15:096,153
38:15:117,153
38:15:137,153
38:15:158,153
38:15:179,153
38:15:199,153
38:15:219,153
38:15:240,153
38:15:260,153
38:15:281,153
38:15:300,153
38:15:322,153
38:15:342,153
38:15:363,153
38:15:382,153
38:15:403,153
38:15:423,153
38:15:444,154
38:15:465,154
38:15:485,154
38:15:505,154
38:15:526,154
38:15:547,153
38:15:567,154
38:15:587,153
38:15:608,154
38:15:628,153
38:15:649,153
38:15:669,153
38:15:690,153
38:15:710,154
38:15:731,153
38:15:752,153
38:15:772,153
38:15:793,154
38:15:813,154
38:15:833,154
38:15:854,153
38:15:874,153
38:15:895,153
38:15:916,153
38:15:936,154
38:15:952,153
38:15:972,153
38:15:994,153
38:16:014,153
38:16:034,153
38:16:054,154
38:16:075,153
38:16:095,153
38:16:116,154
38:16:137,153
38:16:157,154
38:16:178,153
38:16:198,153
38:16:218,153
38:16:239,154
38:16:259,154
38:16:280,153
38:16:300,154
38:16:320,154
38:16:341,154
38:16:362,153
38:16:383,154
38:16:403,154
38:16:424,154
38:16:444,154
38:16:464,154
38:16:485,154
38:16:505,154
38:16:525,154
38:16:546,154
38:16:566,153
38:16:587,153
38:16:607,153
38:16:628,153
38:16:649,154
38:16:669,154
38:16:689,154
38:16:710,153
38:16:731,154
38:16:750,154
38:16:771,154
38:16:792,154
38:16:813,154
38:16:833,154
38:16:853,154
38:16:874,154
38:16:894,153
38:16:914,154
38:16:936,154
38:16:955,154
38:16:976,154
38:16:997,153
38:17:017,154
38:17:037,153
38:17:058,154
38:17:079,154
38:17:100,154
38:17:119,154
38:17:140,154
38:17:161,154
38:17:180,154
38:17:202,154
38:17:221,154
38:17:242,154
38:17:258,154
38:17:279,154
38:17:300,154
38:17:320,154
38:17:340,155
38:17:361,153
38:17:381,154
38:17:402,154
38:17:423,154
38:17:443,154
38:17:463,154
38:17:484,154
38:17:504,154
38:17:525,154
38:17:545,155
38:17:566,154
38:17:586,154
38:17:607,154
38:17:627,154
38:17:648,154
38:17:668,154
38:17:689,154
38:17:710,154
38:17:730,154
38:17:750,154
38:17:771,154
38:17:791,154
38:17:812,153
38:17:832,154
38:17:853,154
38:17:873,153
38:17:893,154
38:17:914,154
38:17:934,154
38:17:955,154
38:17:975,154
38:17:996,154
38:18:016,154
38:18:037,154
38:18:058,154
38:18:077,154
38:18:098,154
38:18:119,154
38:18:139,153
38:18:160,154
38:18:180,154
38:18:201,154
38:18:221,154
38:18:242,198
38:18:262,153
38:18:283,153
38:18:303,153
38:18:324,153
38:18:344,154
38:18:364,153
38:18:385,154
38:18:405,153
38:18:426,153
38:18:446,153
38:18:467,152
38:18:487,153
38:18:508,153
38:18:528,153
38:18:549,152
38:18:570,152
38:18:590,152
38:18:611,153
38:18:631,152
38:18:651,152
38:18:672,152
38:18:693,152
38:18:712,152
38:18:733,152
38:18:754,152
38:18:771,152
38:18:790,152
38:18:811,557
38:18:832,152
38:18:852,152
38:18:872,152
38:18:892,152
38:18:913,152
38:18:934,152
38:18:954,151
38:18:975,151
38:18:996,152
38:19:016,151
38:19:036,151
38:19:057,151
38:19:077,151
38:19:097,151
38:19:118,151
38:19:139,151
38:19:160,151
38:19:179,151
38:19:200,152
38:19:221,151
38:19:242,151
38:19:262,151
38:19:282,151
38:19:303,151
38:19:323,151
38:19:344,151
38:19:364,151
38:19:384,151
38:19:405,151
38:19:426,151
38:19:446,151
38:19:466,151
38:19:487,151
38:19:507,151
38:19:527,152
38:19:548,151
38:19:568,151
38:19:590,151
38:19:610,151
38:19:631,151
38:19:651,151
38:19:671,151
38:19:691,151
38:19:713,151
38:19:733,151
38:19:753,151
38:19:773,151
38:19:794,151
38:19:815,151
38:19:835,151
38:19:855,151
38:19:876,151
38:19:896,151
38:19:917,151
38:19:937,151
38:19:958,151
38:19:979,151
38:19:999,151
38:20:019,151
38:20:040,151
38:20:060,151
38:20:080,151
38:20:102,151
38:20:121,151
38:20:142,151
38:20:162,151
38:20:183,151
38:20:204,151
38:20:224,151
38:20:244,151
38:20:265,151
38:20:282,151
38:20:302,151
38:20:323,151
38:20:343,151
38:20:363,151
38:20:384,152
38:20:404,152
38:20:425,152
38:20:445,152
38:20:465,151
38:20:486,152
38:20:507,152
38:20:527,151
38:20:547,151
38:20:568,151
38:20:588,152
38:20:609,151
38:20:630,151
38:20:650,151
38:20:671,151
38:20:691,151
38:20:711,151
38:20:732,151
38:20:753,151
38:20:773,151
38:20:793,151
38:20:814,151
38:20:834,151
38:20:855,151
38:20:875,151
38:20:896,152
38:20:917,152
38:20:936,151
38:20:957,152
38:20:977,151
38:20:998,151
38:21:019,151
38:21:039,151
38:21:060,152
38:21:080,151
38:21:101,151
38:21:121,151
38:21:141,255
38:21:162,151
38:21:182,151
38:21:203,151
38:21:224,151
38:21:244,151
38:21:265,151
38:21:285,152
38:21:306,151
38:21:326,152
38:21:346,152
38:21:367,152
38:21:387,152
38:21:407,152
38:21:428,152
38:21:449,151
38:21:469,151
38:21:490,151
38:21:506,151
38:21:531,151
38:21:547,151
38:21:567,151
38:21:588,151
38:21:608,151
38:21:629,151
38:21:649,151
38:21:670,151
38:21:690,151
38:21:711,151
38:21:732,152
38:21:752,151
38:21:772,151
38:21:793,151
38:21:814,151
38:21:834,151
38:21:854,151
38:21:875,151
38:21:895,151
38:21:915,151
38:21:936,151
38:21:957,151
38:21:977,151
38:21:998,257
38:22:018,152
38:22:038,151
38:22:059,152
38:22:079,152
38:22:100,151
38:22:121,152
38:22:141,152
38:22:161,152
38:22:182,151
38:22:202,152
38:22:223,152
38:22:243,152
38:22:264,152
38:22:284,152
38:22:304,152
38:22:325,153
38:22:346,152
38:22:366,152
38:22:387,152
38:22:407,152
38:22:428,152
38:22:448,151
38:22:468,152
38:22:489,152
38:22:510,152
38:22:530,152
38:22:551,151
38:22:571,151
38:22:592,152
38:22:612,152
38:22:632,152
38:22:652,152
38:22:674,152
38:22:694,152
38:22:714,152
38:22:734,152
38:22:755,152
38:22:776,152
38:22:796,152
38:22:817,152
38:22:837,152
38:22:858,152
38:22:878,152
38:22:899,152
38:22:919,152
38:22:940,152
38:22:960,152
38:22:981,152
38:23:001,152
38:23:017,152
38:23:038,152
38:23:058,152
38:23:079,152
38:23:099,151
38:23:119,152
38:23:140,152
38:23:161,152
38:23:181,152
38:23:202,151
38:23:222,151
38:23:243,151
38:23:263,151
38:23:284,151
38:23:304,151
38:23:325,151
38:23:345,150
38:23:366,150
38:23:386,150
38:23:406,151
38:23:427,150
38:23:447,149
38:23:468,150
38:23:488,150
38:23:509,149
38:23:530,149
38:23:550,149
38:23:570,149
38:23:591,149
38:23:611,149
38:23:632,149
38:23:652,148
38:23:673,148
38:23:694,148
38:23:714,148
38:23:734,148
38:23:755,148
38:23:775,148
38:23:796,148
38:23:816,148
38:23:837,148
38:23:857,147
38:23:877,147
38:23:898,147
38:23:918,147
38:23:939,147
38:23:960,147
38:23:980,147
38:24:000,146
38:24:021,147
38:24:042,146
38:24:062,147
38:24:082,146
38:24:103,146
38:24:123,146
38:24:144,146
38:24:164,146
38:24:184,146
38:24:205,147
38:24:226,344
38:24:246,146
38:24:266,146
38:24:288,146
38:24:307,145
38:24:328,145
38:24:348,145
38:24:365,145
38:24:386,145
38:24:406,145
38:24:426,145
38:24:447,145
38:24:467,145
38:24:488,145
38:24:509,144
38:24:529,145
38:24:549,145
38:24:570,145
38:24:590,144
38:24:611,144
38:24:632,145
38:24:652,145
38:24:672,145
38:24:693,145
38:24:713,145
38:24:734,144
38:24:754,145
38:24:774,144
38:24:795,144
38:24:816,144
38:24:836,145
38:24:856,144
38:24:877,144
38:24:897,144
38:24:918,144
38:24:938,144
38:24:959,144
38:24:979,144
38:25:000,144
38:25:020,144
38:25:041,144
38:25:061,144
38:25:082,144
38:25:102,144
38:25:123,144
38:25:143,144
38:25:163,144
38:25:184,144
38:25:205,144
38:25:225,144
38:25:246,143
38:25:266,145
38:25:287,144
38:25:307,144
38:25:327,144
38:25:348,144
38:25:368,145
38:25:389,145
38:25:410,144
38:25:430,145
38:25:450,145
38:25:471,145
38:25:487,145
38:25:511,145
38:25:528,145
38:25:548,145
38:25:569,145
38:25:590,145
38:25:610,145
38:25:631,145
38:25:651,145
38:25:672,144
38:25:692,145
38:25:713,145
38:25:733,145
38:25:753,144
38:25:774,145
38:25:795,145
38:25:815,145
38:25:835,145
38:25:856,145
38:25:877,145
38:25:896,145
38:25:917,145
38:25:938,146
38:25:958,145
38:25:979,146
38:25:999,146
38:26:020,145
38:26:040,145
38:26:061,145
38:26:081,145
38:26:102,146
38:26:122,145
38:26:143,146
38:26:162,145
38:26:184,255
38:26:204,146
38:26:224,145
38:26:245,145
38:26:265,145
38:26:285,146
38:26:306,146
38:26:327,146
38:26:348,146
38:26:368,146
38:26:389,146
38:26:409,146
38:26:429,146
38:26:450,147
38:26:470,146
38:26:490,145
38:26:511,146
38:26:531,146
38:26:552,146
38:26:572,146
38:26:593,146
38:26:613,147
38:26:634,146
38:26:654,146
38:26:675,147
38:26:695,146
38:26:716,146
38:26:737,146
38:26:757,146
38:26:777,146
38:26:798,146
38:26:819,147
38:26:839,147
38:26:860,146
38:26:880,146
38:26:900,147
38:26:920,147
38:26:941,146
38:26:962,146
38:26:983,147
38:26:999,147
38:27:019,146
38:27:040,147
38:27:060,146
38:27:081,147
38:27:101,147
38:27:121,147
38:27:142,146
38:27:162,147
38:27:182,147
38:27:203,147
38:27:224,147
38:27:244,147
38:27:265,147
38:27:285,147
38:27:306,147
38:27:326,147
38:27:347,147
38:27:367,147
38:27:388,147
38:27:408,146
38:27:429,147
38:27:449,147
38:27:470,147
38:27:490,147
38:27:510,146
38:27:531,147
38:27:552,147
38:27:572,147
38:27:592,147
38:27:613,147
38:27:634,147
38:27:654,147
38:27:675,147
38:27:695,147
38:27:715,147
38:27:736,147
38:27:756,147
